    0.00    0.00    2.00    2.00    2.00    4.30    5.00    5.70    0.00   25.00    6.75   13.00   11.00  1076
    0.00    2.00    0.00    1.00    2.20    3.20    4.60    5.60    0.00   25.00    6.92    6.00    8.00  1086
    0.00  999.00  999.00  999.00    4.40  999.00  999.00  999.00    0.00   25.00    7.50   11.00    7.00  1091
    1.00    0.00    3.00  999.00    2.00    2.60    3.40  999.00    0.00   25.00    8.00    5.00    9.00  1111
    1.00    2.00    1.00    2.00    2.10    3.20    4.90    5.90    0.00   25.00    6.50   11.00   11.00  1123
    0.00    1.00    1.00    3.00    3.20    4.00    4.40    5.90    0.00   25.00    8.00    9.00   11.00  1135
    0.00    0.00    0.00    0.00    2.40    3.60    4.60    5.10    0.00   25.00    7.92   12.00   11.00  1139
    4.00    2.00    1.00  999.00    1.80    2.60    3.80    3.90    1.00   26.00    6.75    4.00    9.00  1166
    3.00  999.00    2.00  999.00    2.90    4.00    5.10  999.00    1.00   26.00    7.83    8.00    9.00  1170
    5.00    2.00    1.00    7.00    2.60    3.50    4.10    6.20    1.00   25.00    7.17    8.00    7.00  1193
    0.00    0.00    3.00    0.00    3.50    4.30    4.80    5.60    0.00   25.00    8.00    5.00    6.00  1204
    1.00    3.00    2.00    1.00    4.60    6.00    6.10    6.10    0.00   26.00    7.58    9.00    4.00  1220
    0.00    0.00    0.00    0.00    4.70    6.00    7.00    8.00    0.00   25.00    7.92   12.00   11.00  1240
    6.00    6.00    3.00    4.00    2.50  999.00    6.90    5.10    0.00   25.00    7.92   10.00    6.00  1258
    2.00    1.00    0.00    1.00    3.10    4.10    5.80    7.40    0.00   25.00    7.67    9.00    6.00  1271
    1.00    0.00    0.00  999.00    4.00    5.50    8.10  999.00    0.00   26.00    7.83    7.00    8.00  1294
    0.00    2.00    2.00    0.00    2.10    3.00    4.00    4.00    0.00   25.00    7.00    8.00    9.00  1331
    1.00    1.00    1.00    2.00    3.60    3.80    5.30    5.90    1.00   25.00    7.50    5.00    7.00  1335
    1.00    2.00    1.00    2.00    4.00    6.10    7.50    6.60    1.00   25.00    7.33   11.00   12.00  1361
    3.00    1.00    1.00    0.00    3.20    3.60    4.20    4.40    1.00   26.00    7.67   11.00   12.00  1378
    5.00  999.00    0.00    0.00    2.40  999.00    3.30  999.00    1.00   25.00    7.58    7.00   12.00  1386
    2.00  999.00    0.00    2.00    2.80    5.10    7.70    6.70    0.00   26.00    7.83    4.00   10.00  1392
    2.00    3.00    2.00    2.00    5.60    4.60    6.00    6.30    1.00   25.00    6.33   10.00    7.00  1412
    1.00    1.00  999.00  999.00    1.80    3.00  999.00  999.00    1.00   24.00    6.83    8.00    8.00  1419
    1.00    4.00    1.00  999.00    1.80    3.80    4.70  999.00    0.00   25.00    6.33    8.00    8.00  1422
    0.00    0.00    2.00    5.00    2.30    4.40    5.60    7.20    0.00   24.00    6.75    9.00   11.00  1456
    1.00    2.00    2.00    4.00    2.20    3.70    4.80    5.40    1.00   25.00    7.08    9.00    7.00  1463
    1.00    0.00    0.00    3.00    3.50    4.20    4.90    4.40    0.00   24.00    7.83   10.00    7.00  1466
    2.00    0.00    1.00    0.00    2.30    4.20    5.30    5.40    1.00   25.00    6.58   12.00   11.00  1491
    1.00    3.00    0.00    2.00    3.80    5.50    7.80  999.00    1.00   24.00    6.58   10.00   11.00  1498
    4.00    3.00    5.00    4.00    2.10    3.00    3.70    4.80    1.00   24.00    6.50    8.00   10.00  1515
    0.00    0.00    0.00    0.00    2.70    4.70    5.90    6.90    1.00   24.00    7.17    8.00   12.00  1530
    1.00    0.00    1.00    2.00    1.80    3.10    3.70    4.30    0.00   24.00    6.25    6.00    7.00  1537
    4.00    2.00  999.00  999.00    3.90    5.10  999.00  999.00    0.00   24.00    7.42    5.00    8.00  1550
    3.00    0.00    3.00    0.00    1.80    3.50    4.50    5.90    1.00   25.00    6.00   13.00    8.00  1552
    4.00    4.00    3.00    2.00    2.30    2.70    4.10    4.40    0.00   24.00    8.00   10.00    3.00  1559
    4.00    8.00    6.00  999.00    1.80    2.60    3.30  999.00    1.00   25.00    6.67    2.00    0.00  1577
    5.00    1.00    0.00  999.00    2.30    6.00    7.80  999.00    0.00   24.00    6.33   11.00    8.00  1582
    0.00    1.00    0.00    1.00    2.10    3.10    3.90    4.70    0.00   25.00    6.92   12.00    9.00  1584
    2.00    7.00  999.00  999.00    1.80  999.00    2.40  999.00    1.00   24.00    6.17    7.00    9.00  1599
    1.00    4.00    2.00    4.00    3.80    4.80  999.00    7.00    1.00   24.00    7.42    6.00    5.00  1608
    0.00    1.00    3.00    3.00    3.50    4.80    5.40    6.20    1.00   25.00    7.83   11.00   11.00  1621
    0.00    1.00    1.00    0.00    1.50    2.00  999.00    2.60    1.00   24.00    6.58   12.00    9.00  1639
    5.00    2.00  999.00    1.00    4.10    4.70  999.00    6.40    1.00   25.00    7.25   11.00    9.00  1648
    0.00    1.00    0.00    0.00    3.60    5.40    6.20    7.70    0.00   25.00    6.83   11.00   11.00  1652
    0.00    0.00    3.00    2.00    3.70    5.20    5.70    7.80    1.00   25.00    6.42    8.00    9.00  1659
    0.00    4.00    5.00    3.00    4.30    5.00    5.30    6.70    0.00   24.00    8.00    5.00   11.00  1665
    2.00    3.00    4.00    3.00    4.70    5.30    6.10    7.00    1.00   24.00    7.58    7.00   11.00  1666
    2.00    1.00  999.00    1.00    1.80    2.90  999.00    4.20    0.00   24.00    6.50    7.00    5.00  1682
    0.00    4.00   10.00    7.00    1.80    4.50    5.60    5.80    1.00   24.00    6.17    5.00    5.00  1700
    2.00    2.00    3.00    2.00    2.10    3.50    4.50    5.10    1.00   23.00    6.83   10.00    4.00  1741
    3.00    5.00    5.00    3.00    2.40    3.70    4.70    5.50    1.00   23.00    7.58    8.00    7.00  1756
    1.00    1.00    4.00    3.00    2.60    5.20  999.00  999.00    0.00   23.00    6.75    6.00    6.00  1763
    3.00    2.00  999.00  999.00    2.10    2.30  999.00  999.00    0.00   23.00    6.42    8.00    6.00  1810
    1.00    6.00    2.00    3.00    2.50    4.70    5.30    5.50    1.00   24.00    6.75    9.00    7.00  1828
    1.00    0.00    2.00    0.00    1.90    5.50    5.50    5.50    0.00   24.00    6.08    9.00    7.00  1830
    1.00    1.00    2.00    1.00    2.10    2.50    3.10    3.40    0.00   23.00    8.00    4.00    3.00  1836
    2.00    1.00    4.00  999.00    2.30    3.30    3.30  999.00    0.00   24.00    7.50    9.00   11.00  1843
    0.00    0.00    0.00    0.00    1.80    2.50    4.00    4.10    1.00   23.00    6.00   12.00   10.00  1848
    1.00    2.00    1.00    1.00    3.00    3.80    4.50    5.50    1.00   24.00    6.58    3.00    5.00  1886
    0.00    0.00    0.00    0.00    2.50    2.60    3.70    3.50    0.00   24.00    7.25    6.00    7.00  1888
    2.00    2.00    0.00  999.00    1.70    2.20  999.00  999.00    1.00   24.00    6.08    6.00    5.00  1926
    7.00    5.00    5.00    4.00    3.20    5.50    5.60    4.90    1.00   23.00    7.42   10.00    3.00  1934
    0.00    6.00    3.00    3.00    1.90    2.80    3.30    3.60    0.00   23.00    6.42    4.00    6.00  1940
    1.00    5.00    2.00    2.00    1.80    4.80    6.50    6.80    1.00   24.00    6.42   12.00   10.00  1969
    4.00    3.00    4.00    4.00    2.40    3.80    4.70    5.20    1.00   23.00    6.83    7.00    9.00  1975
    3.00    1.00    0.00  999.00    1.80    4.10    5.30    7.90    1.00   24.00    7.25   10.00   11.00  1996
    4.00    4.00    8.00  999.00    2.90    2.90    4.50  999.00    1.00   23.00    6.67   12.00   10.00  2025
    3.00    9.00    4.00    7.00    2.80    3.80    4.30    5.00    0.00   23.00    7.42    6.00    7.00  2031
    0.00    3.00  999.00  999.00    1.70    4.20  999.00  999.00    1.00   23.00    6.00    6.00    6.00  2039
    1.00    0.00    2.00    4.00    3.50    4.20    5.90    6.30    1.00   24.00    6.75    5.00    7.00  2058
    1.00    2.00    3.00    2.00    1.70    2.60    3.10    3.50    1.00   24.00    6.00    7.00    9.00  2069
    0.00    0.00    1.00    0.00    1.80    2.70    3.50    3.70    0.00   22.00    6.25    6.00    7.00  2199
    0.00    0.00    0.00    0.00    3.70    5.90    6.10    8.30    1.00   22.00    7.25   11.00   10.00  2201
    2.00    2.00    4.00    5.00    3.10  999.00    5.50    6.20    1.00   22.00    6.75   11.00    7.00  2271
    3.00    1.00    2.00    3.00    3.50    4.50    4.80  999.00    0.00   22.00    7.92    2.00    5.00  2287
    5.00    2.00    1.00    2.00    1.60    2.20  999.00    2.70    0.00   22.00    6.50    8.00   12.00  2291
    0.00    1.00    1.00    1.00    2.00    3.30    4.00    4.70    0.00   23.00    6.00   11.00    9.00  2375
    2.00    1.00    0.00    2.00    2.00    2.30    3.90    4.50    1.00   23.00    6.58    7.00   10.00  2376
    3.00    1.00  999.00    0.00    2.00    3.00  999.00    5.80    1.00   22.00    6.67    6.00    3.00  2396
    0.00    0.00    2.00    0.00    2.00    3.60    4.60    5.50    0.00   22.00    6.17   12.00   10.00  2454
    6.00    2.00    7.00    3.00    1.80    2.50    2.90    3.50    0.00   21.00    6.50    9.00    7.00  2480
    4.00    2.00    0.00    0.00    4.80    5.30    6.40  999.00    0.00   22.00    7.67    9.00    7.00  2601
    2.00    6.00  999.00    5.00    2.00    2.60  999.00    3.90    1.00   21.00    7.00    8.00    7.00  2635
    6.00    2.00    0.00    1.00    2.00    4.80  999.00    6.30    0.00   22.00    6.08    7.00    4.00  2655
    2.00    3.00    6.00    5.00    4.50    5.80    7.60    8.00    0.00   28.00    8.00    9.00   11.00  2678
    4.00  999.00    2.00    0.00    2.00    3.50    4.30  999.00    1.00   29.00    7.67    4.00    8.00  2696
    2.00    3.00    2.00    0.00    3.50    5.00    5.50    7.70    0.00   28.00    6.67    9.00   12.00  2716
    5.00    1.00    6.00    4.00    1.80    3.60    4.30    5.10    1.00   28.00    7.92    9.00    9.00  2720
    9.00    8.00   10.00    9.00    1.80    3.40  999.00    4.90    1.00   28.00    6.42    9.00    5.00  2724
    3.00    0.00    0.00    0.00    2.40    5.40    6.50    7.70    0.00   29.00    6.83   12.00    8.00  2780
    3.00    4.00    1.00    1.00    4.20    6.20    5.80    6.10    1.00   28.00    7.92   11.00   12.00  2781
    2.00    2.00    0.00    0.00    3.20    4.70    6.40    7.40    0.00   28.00    6.83   11.00   12.00  2810
    1.00  999.00    0.00    0.00    2.10  999.00    4.20  999.00    1.00   28.00    7.58   10.00    9.00  2833
    4.00    3.00    3.00    5.00    3.30    4.90    6.10    6.80    1.00   28.00    7.58   11.00   13.00  2884
    0.00    0.00  999.00    0.00    2.70    4.90    5.30    6.60    0.00   28.00    7.17    9.00    8.00  2890
    0.00    0.00    0.00    0.00    3.50    5.90    7.80    7.10    0.00   28.00    7.17   11.00    9.00  2895
    2.00    0.00    3.00    4.00    2.90    4.50    4.80    6.40    0.00   27.00    6.67   13.00   10.00  2957
    1.00    1.00    0.00    0.00    2.20    4.70    3.80    5.70    0.00   27.00    7.17   10.00   12.00  3013
    1.00    0.00    3.00    0.00    2.70    3.90    4.90    5.50    0.00   28.00    7.83   10.00   12.00  3033
    3.00    1.00    1.00  999.00    4.00  999.00  999.00  999.00    1.00   27.00    7.33    5.00    8.00  3039
    0.00    2.00    0.00    0.00    2.20    3.80  999.00    5.40    1.00   28.00    7.58    2.00    6.00  3055
    0.00    0.00    0.00    0.00    1.80    3.30    5.00    6.20    0.00   27.00    6.83    7.00    9.00  3059
    3.00    4.00    3.00    3.00    1.60    2.70    4.00    5.70    1.00   27.00    6.08   10.00   10.00  3082
    2.00    1.00    2.00    0.00    2.20    6.00    5.00    5.60    1.00   28.00    7.25    8.00   12.00  3112
    0.00  999.00  999.00    1.00    2.30  999.00  999.00  999.00    0.00   28.00    7.17   11.00   10.00  3118
    2.00    4.00    1.00    1.00    2.30    3.40    4.50    4.80    0.00   27.00    6.92    7.00   10.00  3158
    1.00    0.00  999.00  999.00    4.30    5.20  999.00  999.00    1.00   26.00    8.00    6.00   10.00  3164
    0.00    3.00    2.00    5.00    2.10    4.10    4.90    5.80    1.00   26.00    7.08   14.00   13.00  3192
    0.00  999.00    2.00    1.00    1.80  999.00  999.00    5.50    1.00   26.00    6.08   11.00   12.00  3223
    2.00    0.00    1.00    0.00    2.30    2.60    3.10    4.00    1.00   26.00    6.67   13.00   11.00  3239
    1.00    0.00    0.00    0.00    3.80    6.00    6.00    6.90    0.00   26.00    7.00   12.00   11.00  3247
    0.00    0.00    1.00    2.00    1.80    2.20    5.50  999.00    1.00   26.00    6.75   10.00    7.00  3294
    0.00    0.00    0.00    4.00    3.10    4.30  999.00    5.30    0.00   26.00    7.58    6.00   11.00  3297
    3.00    3.00    2.00    6.00    2.30    2.50    2.90    3.60    1.00   26.00    7.92    8.00    6.00  3310
    2.00  999.00  999.00  999.00    1.70  999.00  999.00  999.00    1.00   26.00    6.00    6.00    6.00  3329
    0.00    1.00  999.00  999.00    2.40    4.10  999.00  999.00    0.00   26.00    6.67    6.00   11.00  3337
    2.00    1.00    1.00    1.00    2.40    7.40    5.90  999.00    1.00   27.00    6.42    9.00   12.00  3352
    5.00    4.00  999.00    5.00    2.70    6.00  999.00  999.00    1.00   25.00    6.67    9.00    6.00  3382
    1.00  999.00    2.00    0.00    3.40  999.00    5.20    7.60    1.00   25.00    7.42   10.00    8.00  3404
    0.00    0.00    0.00    0.00    2.00    3.60    3.50    5.10    0.00   25.00    6.00    9.00   12.00  3405
    2.00    5.00    6.00    7.00    2.00    2.90    3.80    4.40    1.00   25.00    7.08    6.00    8.00  3410
    1.00  999.00    0.00    0.00    2.20  999.00  999.00    6.40    0.00   25.00    6.50    7.00   11.00  3424
    3.00    2.00    4.00    4.00    1.30    4.40    2.40  999.00    1.00   25.00    6.58   11.00    5.00  3443
    6.00    5.00    4.00    5.00    2.10    4.10    4.20    4.30    1.00   25.00    7.58    9.00    9.00  3483
    2.00    1.00    0.00    3.00    1.50    2.60    5.30    5.60    1.00   25.00    6.17    9.00   10.00  3486
    3.00    3.00    4.00    6.00    1.20    2.00    3.10    3.40    1.00   26.00    7.08    3.00    9.00  3500
    4.00    7.00  999.00  999.00    0.10    2.30  999.00  999.00    1.00   25.00    6.33    2.00    9.00  3507
    2.00    2.00    3.00    2.00    1.80    4.10    5.00    5.10    1.00   25.00    6.17    5.00   10.00  3518
    1.00    1.00    4.00    5.00    1.80    4.90    5.30    7.80    1.00   25.00    6.50   10.00   12.00  3522
    1.00    1.00    0.00    0.00    1.40    3.30  999.00    6.00    0.00   26.00    6.00    8.00    6.00  3565
    2.00    2.00    1.00    3.00    2.40    3.20    4.30    5.70    0.00   26.00    7.92    9.00    4.00  3575
    0.00    2.00  999.00  999.00    1.90    3.70  999.00  999.00    0.00   25.00    6.17   12.00   12.00  3600
    1.00    1.00    2.00    6.00    1.90    3.40    3.50    5.00    0.00   25.00    6.42    4.00    5.00  3667
    1.00    0.00  999.00    0.00    2.80    5.00  999.00    7.50    0.00   24.00    7.67   10.00    8.00  3670
    5.00    2.00    0.00  999.00    1.70    2.90    4.90    6.00    1.00   24.00    6.17    8.00    9.00  3677
    4.00    3.00    3.00    4.00    1.60    3.40    4.50    5.70    1.00   24.00    7.00    9.00   11.00  3690
    3.00    1.00    0.00    7.00    2.40    4.30    5.50    5.50    0.00   24.00    7.17    8.00    5.00  3706
    3.00    0.00    0.00    5.00    1.80    3.80    5.10    6.50    0.00   24.00    6.33    9.00    9.00  3713
    1.00    0.00    0.00    0.00    2.00    2.30    6.60    5.80    1.00   25.00    6.92   12.00   10.00  3778
    0.00    0.00    0.00    1.00    2.00    4.00    4.70    6.00    0.00   25.00    6.83   11.00   11.00  3809
    1.00    1.00    1.00    0.00    1.50    3.80    4.60    6.40    1.00   25.00    6.17   10.00   12.00  3813
    2.00    1.00  999.00    3.00    1.80    3.10  999.00    4.80    0.00   25.00    6.42    6.00   10.00  3826
    3.00    2.00    2.00    2.00    2.40    3.90    4.40    4.80    0.00   24.00    7.67    8.00    3.00  3861
    0.00    1.00    4.00    2.00    1.80    3.90    5.40    5.80    0.00   23.00    6.17    9.00   10.00  3868
    1.00    2.00    1.00    2.00    2.00    3.60    5.40    6.10    0.00   23.00    6.25    6.00   13.00  3910
    1.00  999.00    0.00    2.00    2.50    4.30  999.00    7.90    0.00   24.00    7.08    9.00   13.00  3915
    0.00    1.00  999.00    2.00    1.70    3.30  999.00    4.60    0.00   23.00    6.00    7.00   10.00  3948
    0.00    2.00    1.00    1.00    3.10    4.80    4.80    6.50    1.00   23.00    7.67    8.00    9.00  3960
    1.00    2.00    1.00    3.00    2.60    4.00    4.80    5.10    0.00   23.00    6.50    9.00   12.00  3974
    1.00  999.00    0.00    2.00    2.70    4.50  999.00    7.00    1.00   24.00    7.58    9.00   11.00  3985
    1.00  999.00    0.00    3.00    2.30  999.00  999.00    6.00    0.00   22.00    6.58    4.00    9.00  4054
    2.00    2.00    0.00    1.00    1.90    3.10    4.10    5.10    0.00   22.00    6.42   10.00   10.00  4080
    0.00  999.00  999.00  999.00    0.40  999.00  999.00  999.00    0.00   23.00    6.67    4.00    8.00  4123
    3.00    2.00    1.00    1.00    2.40    3.60    4.20    4.70    0.00   23.00    7.08    6.00   10.00  4131
    4.00    3.00    3.00    2.00    1.80    4.10    5.30    5.50    1.00   22.00    6.42    7.00    7.00  4165
    3.00    1.00    7.00    4.00    1.40    2.20    4.00    5.20    1.00   22.00    6.33    6.00    9.00  4171
    2.00    5.00    1.00    5.00    1.80    3.40    5.50    6.40    1.00   23.00    6.17    7.00   11.00  4186
    5.00    6.00    3.00    4.00    0.70    2.80    3.70    4.10    0.00   22.00    6.00    5.00    7.00  4247
    1.00    1.00    0.00    1.00    2.30    4.10    5.70    6.70    1.00   28.00    7.33   10.00    9.00  4451
    1.00    0.00    1.00    3.00    2.60    4.20    5.30    6.90    1.00   28.00    6.50    9.00   12.00  4488
    2.00    3.00    5.00    4.00    7.20    5.10    6.50    7.60    1.00   28.00    7.83    7.00   10.00  4523
    2.00    1.00    0.00    0.00    2.20    4.30    6.00    6.30    1.00   28.00    6.17    9.00   11.00  4528
    0.00    1.00    2.00    2.00    2.30    3.20    4.50    5.30    0.00   28.00    7.00   10.00   10.00  4560
    2.00    5.00    2.00    5.00    1.80    5.00  999.00  999.00    1.00   28.00    6.00    8.00   10.00  4581
    0.00    0.00    1.00    1.00    2.60    4.80    6.10    7.40    1.00   29.00    6.83   10.00   10.00  4594
    1.00    1.00    0.00    1.00    1.70    4.10    5.40    7.30    1.00   29.00    6.00    9.00   10.00  4612
    0.00    2.00    5.00    3.00    4.30    5.30    8.40    7.90    1.00   28.00    7.33    9.00    7.00  4669
    1.00    1.00    2.00    1.00    1.80    3.90    5.60    6.50    1.00   29.00    6.00   10.00   11.00  4677
    0.00    1.00    1.00    2.00    1.80    4.30    5.10    7.20    1.00   28.00    6.00   12.00   13.00  4679
    1.00    0.00    0.00    0.00    1.70    3.10    5.40    6.10    1.00   28.00    6.50    9.00   11.00  4700
    3.00    1.00    0.00    0.00    2.70    4.30    5.50  999.00    1.00   28.00    7.08   12.00   10.00  4728
    5.00    3.00  999.00  999.00    2.80    4.20  999.00  999.00    1.00   28.00    7.50   10.00   12.00  4735
    2.00    3.00    1.00    0.00    2.20    2.90    3.40    5.10    1.00   29.00    7.58    9.00   12.00  4740
    3.00    1.00    1.00    0.00    3.00    5.60    5.10    6.50    0.00   28.00    7.00   12.00   12.00  4743
    1.00    1.00    1.00    2.00    2.00    4.10    7.00    8.00    0.00   28.00    6.17   10.00    9.00  4755
    1.00    3.00    1.00    5.00    2.10    4.60    5.80    6.80    1.00   29.00    7.83   13.00   12.00  4776
    0.00    0.00    0.00    1.00    2.70    4.90    5.60    6.70    0.00   28.00    7.00   13.00   12.00  4794
    4.00    2.00    2.00    2.00    3.80    4.70    6.30    6.70    1.00   29.00    7.50   10.00   11.00  4808
    0.00    1.00    1.00    1.00    3.50    4.00    6.10    6.20    0.00   28.00    6.58   12.00    6.00  4832
    0.00    0.00  999.00  999.00    2.80    5.00  999.00  999.00    0.00   28.00    7.58   11.00   11.00  4901
    4.00    1.00  999.00  999.00    1.80    5.00  999.00  999.00    1.00   29.00    6.25    8.00    5.00  4953
    4.00    8.00  999.00  999.00    1.60    2.10  999.00  999.00    1.00   28.00    6.42    9.00   11.00  4976
    1.00    3.00  999.00  999.00    3.70    5.50  999.00  999.00    1.00   28.00    6.50    8.00    8.00  5004
    4.00    8.00  999.00  999.00    2.00    3.40  999.00  999.00    1.00   28.00    7.75    8.00    6.00  5009
    0.00    7.00  999.00  999.00    2.90    5.30  999.00  999.00    1.00   28.00    7.75    5.00   12.00  5037
    0.00    0.00  999.00  999.00    3.20    5.00  999.00  999.00    0.00   29.00    7.25   11.00   10.00  5064
    0.00    1.00    0.00    0.00    3.50    4.10    5.70  999.00    0.00   28.00    7.75   11.00   12.00  5159
    0.00    0.00    1.00    2.00    2.70    4.00    5.90    6.50    1.00   28.00    6.92   12.00    9.00  5161
    1.00    1.00  999.00  999.00    1.80    3.90  999.00  999.00    0.00   29.00    6.33   10.00    8.00  5197
    4.00    1.00  999.00  999.00    3.40    4.40  999.00  999.00    1.00   29.00    7.92    9.00   10.00  5206
    1.00    0.00    0.00    0.00    1.80    3.90    4.70    5.80    0.00   27.00    6.17    6.00    8.00  5278
    0.00  999.00    0.00    0.00    3.40    4.60    5.10  999.00    1.00   27.00    7.83   12.00    9.00  5283
    0.00    0.00    0.00    0.00    3.50    4.80    5.90    6.70    0.00   27.00    6.83    8.00    9.00  5294
